LinkRole,http://www.xbrl.org/2003/role/link,,,,,,,,,,,,,,,,
Definition,,,,,,,,,,,,,,,,,
,,,,,,ref,,,,,,,,,,,
1965,ifrs-full,AttributionOfExpensesByNatureToTheirFunctionAxis,성격별 비용의 기능별 배분 [축],,http://www.xbrl.org/2009/role/commonPracticeRef,IAS,1,104,2021-01-01,,http://eifrs.ifrs.org/eifrs/xifrs-link?type=IAS&num=1&code=ifrs-tx-2021-en-r&anchor=para_104&doctype=Standard,2021-03-24,,,,dart_all,
1966,ifrs-full,AttributionOfExpensesByNatureToTheirFunctionAxis,성격별 비용의 기능별 배분 [축],,http://www.xbrl.org/2009/role/commonPracticeRef,IAS,1,112,2021-01-01,c,http://eifrs.ifrs.org/eifrs/xifrs-link?type=IAS&num=1&code=ifrs-tx-2021-en-r&anchor=para_112_c&doctype=Standard,2021-03-24,,,,dart_all,
1967,ifrs-full,LineItemsByFunctionMember,기능별 항목 [구성요소],,http://www.xbrl.org/2009/role/commonPracticeRef,IAS,1,104,2021-01-01,,http://eifrs.ifrs.org/eifrs/xifrs-link?type=IAS&num=1&code=ifrs-tx-2021-en-r&anchor=para_104&doctype=Standard,2021-03-24,,,,dart_all,
1968,ifrs-full,LineItemsByFunctionMember,기능별 항목 [구성요소],,http://www.xbrl.org/2009/role/commonPracticeRef,IAS,1,112,2021-01-01,c,http://eifrs.ifrs.org/eifrs/xifrs-link?type=IAS&num=1&code=ifrs-tx-2021-en-r&anchor=para_112_c&doctype=Standard,2021-03-24,,,,dart_all,
1969,ifrs-full,CostOfSalesMember,매출원가 [구성요소],,http://www.xbrl.org/2009/role/commonPracticeRef,IAS,1,104,2021-01-01,,http://eifrs.ifrs.org/eifrs/xifrs-link?type=IAS&num=1&code=ifrs-tx-2021-en-r&anchor=para_104&doctype=Standard,2021-03-24,,,,dart_all,
1970,ifrs-full,CostOfSalesMember,매출원가 [구성요소],,http://www.xbrl.org/2009/role/commonPracticeRef,IAS,1,112,2021-01-01,c,http://eifrs.ifrs.org/eifrs/xifrs-link?type=IAS&num=1&code=ifrs-tx-2021-en-r&anchor=para_112_c&doctype=Standard,2021-03-24,,,,dart_all,
1971,ifrs-full,SellingGeneralAndAdministrativeExpenseMember,판매비와 일반관리비 [구성요소],,http://www.xbrl.org/2009/role/commonPracticeRef,IAS,1,104,2021-01-01,,http://eifrs.ifrs.org/eifrs/xifrs-link?type=IAS&num=1&code=ifrs-tx-2021-en-r&anchor=para_104&doctype=Standard,2021-03-24,,,,dart_all,
1972,ifrs-full,SellingGeneralAndAdministrativeExpenseMember,판매비와 일반관리비 [구성요소],,http://www.xbrl.org/2009/role/commonPracticeRef,IAS,1,112,2021-01-01,c,http://eifrs.ifrs.org/eifrs/xifrs-link?type=IAS&num=1&code=ifrs-tx-2021-en-r&anchor=para_112_c&doctype=Standard,2021-03-24,,,,dart_all,
1973,ifrs-full,DisclosureOfDepositaryReceiptsExplanatory,주식예탁증서 공시 [문장영역],,http://www.xbrl.org/2009/role/commonPracticeRef,IAS,1,112,2021-01-01,c,http://eifrs.ifrs.org/eifrs/xifrs-link?type=IAS&num=1&code=ifrs-tx-2021-en-r&anchor=para_112_c&doctype=Standard,2021-03-24,,,,dart_all,
1974,ifrs-full,DisclosureOfDepositaryReceiptsTable,주식예탁증서 공시 [표],,http://www.xbrl.org/2009/role/commonPracticeRef,IAS,1,112,2021-01-01,c,http://eifrs.ifrs.org/eifrs/xifrs-link?type=IAS&num=1&code=ifrs-tx-2021-en-r&anchor=para_112_c&doctype=Standard,2021-03-24,,,,dart_all,
1975,ifrs-full,NumberOfSharesRepresentedByOneDepositaryReceipt,하나의 주식예탁증서가 나타내는 주식수,,http://www.xbrl.org/2009/role/commonPracticeRef,IAS,1,112,2021-01-01,c,http://eifrs.ifrs.org/eifrs/xifrs-link?type=IAS&num=1&code=ifrs-tx-2021-en-r&anchor=para_112_c&doctype=Standard,2021-03-24,,,,dart_all,
1976,ifrs-full,UnderlyingEquityInstrumentAndDepositaryReceiptsAxis,기초가 되는 지분상품과 주식예탁증서 [축],,http://www.xbrl.org/2009/role/commonPracticeRef,IAS,1,112,2021-01-01,c,http://eifrs.ifrs.org/eifrs/xifrs-link?type=IAS&num=1&code=ifrs-tx-2021-en-r&anchor=para_112_c&doctype=Standard,2021-03-24,,,,dart_all,
1977,ifrs-full,UnderlyingEquityInstrumentMember,기초가 되는 지분상품 [구성요소],,http://www.xbrl.org/2009/role/commonPracticeRef,IAS,1,112,2021-01-01,c,http://eifrs.ifrs.org/eifrs/xifrs-link?type=IAS&num=1&code=ifrs-tx-2021-en-r&anchor=para_112_c&doctype=Standard,2021-03-24,,,,dart_all,
1978,ifrs-full,AllTypesOfDepositaryReceiptsMember,모든 유형의 주식예탁증서 [구성요소],,http://www.xbrl.org/2009/role/commonPracticeRef,IAS,1,112,2021-01-01,c,http://eifrs.ifrs.org/eifrs/xifrs-link?type=IAS&num=1&code=ifrs-tx-2021-en-r&anchor=para_112_c&doctype=Standard,2021-03-24,,,,dart_all,
1979,ifrs-full,CumulativeEffectAtDateOfInitialApplicationAxis,최초 적용일 현재 누적효과 [축],,http://www.xbrl.org/2009/role/commonPracticeRef,IAS,1,106,2021-01-01,,http://eifrs.ifrs.org/eifrs/xifrs-link?type=IAS&num=1&code=ifrs-tx-2021-en-r&anchor=para_106&doctype=Standard,2021-03-24,,,,dart_all,
1980,ifrs-full,OpeningBalanceBeforeAdjustmentCumulativeEffectAtDateOfInitialApplicationMember,"조정 전 기초잔액, 최초 적용일 현재 누적효과 [구성요소]",,http://www.xbrl.org/2009/role/commonPracticeRef,IAS,1,106,2021-01-01,,http://eifrs.ifrs.org/eifrs/xifrs-link?type=IAS&num=1&code=ifrs-tx-2021-en-r&anchor=para_106&doctype=Standard,2021-03-24,,,,dart_all,
1981,ifrs-full,OpeningBalanceAfterAdjustmentCumulativeEffectAtDateOfInitialApplicationMember,"조정 후 기초잔액, 최초 적용일 현재 누적효과 [구성요소]",,http://www.xbrl.org/2009/role/commonPracticeRef,IAS,1,106,2021-01-01,,http://eifrs.ifrs.org/eifrs/xifrs-link?type=IAS&num=1&code=ifrs-tx-2021-en-r&anchor=para_106&doctype=Standard,2021-03-24,,,,dart_all,
1982,ifrs-full,IncreaseDecreaseDueToChangesInAccountingPolicyRequiredByIFRSsCumulativeEffectAtDateOfInitialApplicationMember,"IFRS에서 요구하는 회계정책 변경으로 인한 증가(감소), 최초 적용일 누적효과 [구성요소]",,http://www.xbrl.org/2009/role/commonPracticeRef,IAS,1,106,2021-01-01,,http://eifrs.ifrs.org/eifrs/xifrs-link?type=IAS&num=1&code=ifrs-tx-2021-en-r&anchor=para_106&doctype=Standard,2021-03-24,,,,dart_all,
1983,ifrs-full,ExpenseFromSharebasedPaymentTransactionsWithPartiesOtherThanEmployees,종업원 외 당사자와의 주식기준보상거래 비용,,http://www.xbrl.org/2009/role/commonPracticeRef,IAS,1,112,2021-01-01,c,http://eifrs.ifrs.org/eifrs/xifrs-link?type=IAS&num=1&code=ifrs-tx-2021-en-r&anchor=para_112_c&doctype=Standard,2021-03-24,,,,dart_all,
1984,ifrs-full,ForeignExchangeGain,외화거래이익,,http://www.xbrl.org/2003/role/disclosureRef,IAS,1,35,2021-01-01,,http://eifrs.ifrs.org/eifrs/xifrs-link?type=IAS&num=1&code=ifrs-tx-2021-en-r&anchor=para_35&doctype=Standard,2021-03-24,,,,dart_all,
1985,ifrs-full,ForeignExchangeGain,외화거래이익,,http://www.xbrl.org/2003/role/disclosureRef,IAS,21,52,2021-01-01,a,http://eifrs.ifrs.org/eifrs/xifrs-link?type=IAS&num=21&code=ifrs-tx-2021-en-r&anchor=para_52_a&doctype=Standard,2021-03-24,,,,dart_all,
1986,ifrs-full,ForeignExchangeLoss,외화거래손실,,http://www.xbrl.org/2003/role/disclosureRef,IAS,1,35,2021-01-01,,http://eifrs.ifrs.org/eifrs/xifrs-link?type=IAS&num=1&code=ifrs-tx-2021-en-r&anchor=para_35&doctype=Standard,2021-03-24,,,,dart_all,
1987,ifrs-full,ForeignExchangeLoss,외화거래손실,,http://www.xbrl.org/2003/role/disclosureRef,IAS,21,52,2021-01-01,a,http://eifrs.ifrs.org/eifrs/xifrs-link?type=IAS&num=21&code=ifrs-tx-2021-en-r&anchor=para_52_a&doctype=Standard,2021-03-24,,,,dart_all,
1988,ifrs-full,GainsLossesOnExchangeDifferencesOnTranslationRecognisedInProfitOrLoss,외환차익(차손),,http://www.xbrl.org/2003/role/disclosureRef,IAS,1,35,2021-01-01,,http://eifrs.ifrs.org/eifrs/xifrs-link?type=IAS&num=1&code=ifrs-tx-2021-en-r&anchor=para_35&doctype=Standard,2021-03-24,,,,dart_all,
1989,ifrs-full,GainsLossesOnExchangeDifferencesOnTranslationRecognisedInProfitOrLoss,외환차익(차손),,http://www.xbrl.org/2003/role/disclosureRef,IAS,21,52,2021-01-01,a,http://eifrs.ifrs.org/eifrs/xifrs-link?type=IAS&num=21&code=ifrs-tx-2021-en-r&anchor=para_52_a&doctype=Standard,2021-03-24,,,,dart_all,
1990,ifrs-full,NetForeignExchangeGain,순외환차익,,http://www.xbrl.org/2009/role/commonPracticeRef,IAS,1,35,2021-01-01,,http://eifrs.ifrs.org/eifrs/xifrs-link?type=IAS&num=1&code=ifrs-tx-2021-en-r&anchor=para_35&doctype=Standard,2021-03-24,,,,dart_all,
1991,ifrs-full,NetForeignExchangeGain,순외환차익,,http://www.xbrl.org/2009/role/commonPracticeRef,IAS,21,52,2021-01-01,a,http://eifrs.ifrs.org/eifrs/xifrs-link?type=IAS&num=21&code=ifrs-tx-2021-en-r&anchor=para_52_a&doctype=Standard,2021-03-24,,,,dart_all,
1992,ifrs-full,NetForeignExchangeLoss,순외환차손,,http://www.xbrl.org/2009/role/commonPracticeRef,IAS,1,35,2021-01-01,,http://eifrs.ifrs.org/eifrs/xifrs-link?type=IAS&num=1&code=ifrs-tx-2021-en-r&anchor=para_35&doctype=Standard,2021-03-24,,,,dart_all,
1993,ifrs-full,NetForeignExchangeLoss,순외환차손,,http://www.xbrl.org/2009/role/commonPracticeRef,IAS,21,52,2021-01-01,a,http://eifrs.ifrs.org/eifrs/xifrs-link?type=IAS&num=21&code=ifrs-tx-2021-en-r&anchor=para_52_a&doctype=Standard,2021-03-24,,,,dart_all,
1994,ifrs-full,OtherComprehensiveIncomeNetOfTaxExchangeDifferencesOnTranslationOtherThanTranslationOfForeignOperations,"세후 기타포괄손익, 해외사업장환산을 제외한 외환차이",,http://www.xbrl.org/2003/role/disclosureRef,IAS,1,91,2021-01-01,a,http://eifrs.ifrs.org/eifrs/xifrs-link?type=IAS&num=1&code=ifrs-tx-2021-en-r&anchor=para_91_a&doctype=Standard,2021-03-24,,,,dart_all,
1995,ifrs-full,OtherComprehensiveIncomeBeforeTaxExchangeDifferencesOnTranslationOtherThanTranslationOfForeignOperations,"세전 기타포괄손익, 해외사업장환산을 제외한 외환차이",,http://www.xbrl.org/2003/role/disclosureRef,IAS,1,91,2021-01-01,b,http://eifrs.ifrs.org/eifrs/xifrs-link?type=IAS&num=1&code=ifrs-tx-2021-en-r&anchor=para_91_b&doctype=Standard,2021-03-24,,,,dart_all,
1996,ifrs-full,IncomeTaxRelatingToExchangeDifferencesOnTranslationOtherThanTranslationOfForeignOperationsIncludedInOtherComprehensiveIncome,"기타포괄손익에 포함되는, 해외사업장환산 외의 외환차이와 관련되는 법인세",,http://www.xbrl.org/2003/role/disclosureRef,IAS,1,90,2021-01-01,,http://eifrs.ifrs.org/eifrs/xifrs-link?type=IAS&num=1&code=ifrs-tx-2021-en-r&anchor=para_90&doctype=Standard,2021-03-24,,,,dart_all,
1997,ifrs-full,IncomeTaxRelatingToExchangeDifferencesOnTranslationOtherThanTranslationOfForeignOperationsIncludedInOtherComprehensiveIncome,"기타포괄손익에 포함되는, 해외사업장환산 외의 외환차이와 관련되는 법인세",,http://www.xbrl.org/2003/role/disclosureRef,IAS,12,81,2021-01-01,ab,http://eifrs.ifrs.org/eifrs/xifrs-link?type=IAS&num=12&code=ifrs-tx-2021-en-r&anchor=para_81_ab&doctype=Standard,2021-03-24,,,,dart_all,
1998,ifrs-full,AccruedIncomeIncludingContractAssets,계약자산을 포함한 미수수익,,http://www.xbrl.org/2009/role/commonPracticeRef,IAS,1,55,2021-01-01,,http://eifrs.ifrs.org/eifrs/xifrs-link?type=IAS&num=1&code=ifrs-tx-2021-en-r&anchor=para_55&doctype=Standard,2021-03-24,,,,dart_all,
1999,ifrs-full,AccruedIncomeIncludingContractAssets,계약자산을 포함한 미수수익,,http://www.xbrl.org/2009/role/commonPracticeRef,IAS,1,78,2021-01-01,,http://eifrs.ifrs.org/eifrs/xifrs-link?type=IAS&num=1&code=ifrs-tx-2021-en-r&anchor=para_78&doctype=Standard,2021-03-24,,,,dart_all,
2000,ifrs-full,AccruedIncomeOtherThanContractAssets,계약자산 외의 미수수익,,http://www.xbrl.org/2009/role/commonPracticeRef,IAS,1,55,2021-01-01,,http://eifrs.ifrs.org/eifrs/xifrs-link?type=IAS&num=1&code=ifrs-tx-2021-en-r&anchor=para_55&doctype=Standard,2021-03-24,,,,dart_all,
2001,ifrs-full,AccruedIncomeOtherThanContractAssets,계약자산 외의 미수수익,,http://www.xbrl.org/2009/role/commonPracticeRef,IAS,1,78,2021-01-01,,http://eifrs.ifrs.org/eifrs/xifrs-link?type=IAS&num=1&code=ifrs-tx-2021-en-r&anchor=para_78&doctype=Standard,2021-03-24,,,,dart_all,
2002,ifrs-full,CurrentAccruedIncomeIncludingCurrentContractAssets,유동 미수수익(유동 계약자산 포함),,http://www.xbrl.org/2009/role/commonPracticeRef,IAS,1,55,2021-01-01,,http://eifrs.ifrs.org/eifrs/xifrs-link?type=IAS&num=1&code=ifrs-tx-2021-en-r&anchor=para_55&doctype=Standard,2021-03-24,,,,dart_all,
2003,ifrs-full,CurrentAccruedIncomeIncludingCurrentContractAssets,유동 미수수익(유동 계약자산 포함),,http://www.xbrl.org/2009/role/commonPracticeRef,IAS,1,78,2021-01-01,,http://eifrs.ifrs.org/eifrs/xifrs-link?type=IAS&num=1&code=ifrs-tx-2021-en-r&anchor=para_78&doctype=Standard,2021-03-24,,,,dart_all,
2004,ifrs-full,NoncurrentAccruedIncomeIncludingNoncurrentContractAssets,비유동 미수수익(비유동 계약자산 포함),,http://www.xbrl.org/2009/role/commonPracticeRef,IAS,1,55,2021-01-01,,http://eifrs.ifrs.org/eifrs/xifrs-link?type=IAS&num=1&code=ifrs-tx-2021-en-r&anchor=para_55&doctype=Standard,2021-03-24,,,,dart_all,
2005,ifrs-full,NoncurrentAccruedIncomeIncludingNoncurrentContractAssets,비유동 미수수익(비유동 계약자산 포함),,http://www.xbrl.org/2009/role/commonPracticeRef,IAS,1,78,2021-01-01,,http://eifrs.ifrs.org/eifrs/xifrs-link?type=IAS&num=1&code=ifrs-tx-2021-en-r&anchor=para_78&doctype=Standard,2021-03-24,,,,dart_all,
2006,ifrs-full,CurrentAccruedIncomeOtherThanCurrentContractAssets,유동 계약자산 외의 유동 미수수익,,http://www.xbrl.org/2009/role/commonPracticeRef,IAS,1,55,2021-01-01,,http://eifrs.ifrs.org/eifrs/xifrs-link?type=IAS&num=1&code=ifrs-tx-2021-en-r&anchor=para_55&doctype=Standard,2021-03-24,,,,dart_all,
2007,ifrs-full,CurrentAccruedIncomeOtherThanCurrentContractAssets,유동 계약자산 외의 유동 미수수익,,http://www.xbrl.org/2009/role/commonPracticeRef,IAS,1,78,2021-01-01,,http://eifrs.ifrs.org/eifrs/xifrs-link?type=IAS&num=1&code=ifrs-tx-2021-en-r&anchor=para_78&doctype=Standard,2021-03-24,,,,dart_all,
2008,ifrs-full,NoncurrentAccruedIncomeOtherThanNoncurrentContractAssets,비유동 계약자산 외의 비유동 미수수익,,http://www.xbrl.org/2009/role/commonPracticeRef,IAS,1,55,2021-01-01,,http://eifrs.ifrs.org/eifrs/xifrs-link?type=IAS&num=1&code=ifrs-tx-2021-en-r&anchor=para_55&doctype=Standard,2021-03-24,,,,dart_all,
2009,ifrs-full,NoncurrentAccruedIncomeOtherThanNoncurrentContractAssets,비유동 계약자산 외의 비유동 미수수익,,http://www.xbrl.org/2009/role/commonPracticeRef,IAS,1,78,2021-01-01,,http://eifrs.ifrs.org/eifrs/xifrs-link?type=IAS&num=1&code=ifrs-tx-2021-en-r&anchor=para_78&doctype=Standard,2021-03-24,,,,dart_all,
2010,ifrs-full,PrepaymentsAndAccruedIncomeIncludingContractAssets,선급금과 미수수익(계약자산 포함),,http://www.xbrl.org/2009/role/commonPracticeRef,IAS,1,55,2021-01-01,,http://eifrs.ifrs.org/eifrs/xifrs-link?type=IAS&num=1&code=ifrs-tx-2021-en-r&anchor=para_55&doctype=Standard,2021-03-24,,,,dart_all,
2011,ifrs-full,PrepaymentsAndAccruedIncomeIncludingContractAssets,선급금과 미수수익(계약자산 포함),,http://www.xbrl.org/2009/role/commonPracticeRef,IAS,1,78,2021-01-01,,http://eifrs.ifrs.org/eifrs/xifrs-link?type=IAS&num=1&code=ifrs-tx-2021-en-r&anchor=para_78&doctype=Standard,2021-03-24,,,,dart_all,
2012,ifrs-full,PrepaymentsAndAccruedIncomeOtherThanContractAssets,선급금과 계약자산 외의 미수수익,,http://www.xbrl.org/2009/role/commonPracticeRef,IAS,1,55,2021-01-01,,http://eifrs.ifrs.org/eifrs/xifrs-link?type=IAS&num=1&code=ifrs-tx-2021-en-r&anchor=para_55&doctype=Standard,2021-03-24,,,,dart_all,
2013,ifrs-full,PrepaymentsAndAccruedIncomeOtherThanContractAssets,선급금과 계약자산 외의 미수수익,,http://www.xbrl.org/2009/role/commonPracticeRef,IAS,1,78,2021-01-01,,http://eifrs.ifrs.org/eifrs/xifrs-link?type=IAS&num=1&code=ifrs-tx-2021-en-r&anchor=para_78&doctype=Standard,2021-03-24,,,,dart_all,
2014,ifrs-full,AccrualsAndDeferredIncomeIncludingContractLiabilities,미지급비용과 이연수익(계약부채 포함),,http://www.xbrl.org/2009/role/commonPracticeRef,IAS,1,55,2021-01-01,,http://eifrs.ifrs.org/eifrs/xifrs-link?type=IAS&num=1&code=ifrs-tx-2021-en-r&anchor=para_55&doctype=Standard,2021-03-24,,,,dart_all,
2015,ifrs-full,AccrualsAndDeferredIncomeIncludingContractLiabilities,미지급비용과 이연수익(계약부채 포함),,http://www.xbrl.org/2009/role/commonPracticeRef,IAS,1,78,2021-01-01,,http://eifrs.ifrs.org/eifrs/xifrs-link?type=IAS&num=1&code=ifrs-tx-2021-en-r&anchor=para_78&doctype=Standard,2021-03-24,,,,dart_all,
2016,ifrs-full,CurrentPrepaymentsAndCurrentAccruedIncomeIncludingCurrentContractAssets,유동 선급금과 유동 미수수익(유동 계약자산 포함) ,,http://www.xbrl.org/2009/role/commonPracticeRef,IAS,1,55,2021-01-01,,http://eifrs.ifrs.org/eifrs/xifrs-link?type=IAS&num=1&code=ifrs-tx-2021-en-r&anchor=para_55&doctype=Standard,2021-03-24,,,,dart_all,
2017,ifrs-full,CurrentPrepaymentsAndCurrentAccruedIncomeIncludingCurrentContractAssets,유동 선급금과 유동 미수수익(유동 계약자산 포함) ,,http://www.xbrl.org/2009/role/commonPracticeRef,IAS,1,78,2021-01-01,,http://eifrs.ifrs.org/eifrs/xifrs-link?type=IAS&num=1&code=ifrs-tx-2021-en-r&anchor=para_78&doctype=Standard,2021-03-24,,,,dart_all,
2018,ifrs-full,CurrentPrepaymentsAndCurrentAccruedIncomeOtherThanCurrentContractAssets,유동 선급금과 유동 계약자산 외의 유동 미수수익,,http://www.xbrl.org/2009/role/commonPracticeRef,IAS,1,55,2021-01-01,,http://eifrs.ifrs.org/eifrs/xifrs-link?type=IAS&num=1&code=ifrs-tx-2021-en-r&anchor=para_55&doctype=Standard,2021-03-24,,,,dart_all,
2019,ifrs-full,CurrentPrepaymentsAndCurrentAccruedIncomeOtherThanCurrentContractAssets,유동 선급금과 유동 계약자산 외의 유동 미수수익,,http://www.xbrl.org/2009/role/commonPracticeRef,IAS,1,78,2021-01-01,,http://eifrs.ifrs.org/eifrs/xifrs-link?type=IAS&num=1&code=ifrs-tx-2021-en-r&anchor=para_78&doctype=Standard,2021-03-24,,,,dart_all,
2020,ifrs-full,CurrentAccrualsAndCurrentDeferredIncomeIncludingCurrentContractLiabilities,유동 미지급비용과 유동 이연수익(유동 계약부채 포함),,http://www.xbrl.org/2009/role/commonPracticeRef,IAS,1,55,2021-01-01,,http://eifrs.ifrs.org/eifrs/xifrs-link?type=IAS&num=1&code=ifrs-tx-2021-en-r&anchor=para_55&doctype=Standard,2021-03-24,,,,dart_all,
2021,ifrs-full,CurrentAccrualsAndCurrentDeferredIncomeIncludingCurrentContractLiabilities,유동 미지급비용과 유동 이연수익(유동 계약부채 포함),,http://www.xbrl.org/2009/role/commonPracticeRef,IAS,1,78,2021-01-01,,http://eifrs.ifrs.org/eifrs/xifrs-link?type=IAS&num=1&code=ifrs-tx-2021-en-r&anchor=para_78&doctype=Standard,2021-03-24,,,,dart_all,
2022,ifrs-full,NoncurrentPrepaymentsAndNoncurrentAccruedIncomeIncludingNoncurrentContractAssets,비유동 선급금과 비유동 미수수익(비유동 계약자산 포함) ,,http://www.xbrl.org/2009/role/commonPracticeRef,IAS,1,55,2021-01-01,,http://eifrs.ifrs.org/eifrs/xifrs-link?type=IAS&num=1&code=ifrs-tx-2021-en-r&anchor=para_55&doctype=Standard,2021-03-24,,,,dart_all,
2023,ifrs-full,NoncurrentPrepaymentsAndNoncurrentAccruedIncomeIncludingNoncurrentContractAssets,비유동 선급금과 비유동 미수수익(비유동 계약자산 포함) ,,http://www.xbrl.org/2009/role/commonPracticeRef,IAS,1,78,2021-01-01,,http://eifrs.ifrs.org/eifrs/xifrs-link?type=IAS&num=1&code=ifrs-tx-2021-en-r&anchor=para_78&doctype=Standard,2021-03-24,,,,dart_all,
2024,ifrs-full,NoncurrentPrepaymentsAndNoncurrentAccruedIncomeOtherThanNoncurrentContractAssets,비유동 선급금과 비유동 계약자산 외의 비유동 미수수익,,http://www.xbrl.org/2009/role/commonPracticeRef,IAS,1,55,2021-01-01,,http://eifrs.ifrs.org/eifrs/xifrs-link?type=IAS&num=1&code=ifrs-tx-2021-en-r&anchor=para_55&doctype=Standard,2021-03-24,,,,dart_all,
2025,ifrs-full,NoncurrentPrepaymentsAndNoncurrentAccruedIncomeOtherThanNoncurrentContractAssets,비유동 선급금과 비유동 계약자산 외의 비유동 미수수익,,http://www.xbrl.org/2009/role/commonPracticeRef,IAS,1,78,2021-01-01,,http://eifrs.ifrs.org/eifrs/xifrs-link?type=IAS&num=1&code=ifrs-tx-2021-en-r&anchor=para_78&doctype=Standard,2021-03-24,,,,dart_all,
2026,ifrs-full,NoncurrentAccrualsAndNoncurrentDeferredIncomeIncludingNoncurrentContractLiabilities,비유동 미지급비용과 비유동 이연수익(비유동 계약부채 포함),,http://www.xbrl.org/2009/role/commonPracticeRef,IAS,1,55,2021-01-01,,http://eifrs.ifrs.org/eifrs/xifrs-link?type=IAS&num=1&code=ifrs-tx-2021-en-r&anchor=para_55&doctype=Standard,2021-03-24,,,,dart_all,
2027,ifrs-full,NoncurrentAccrualsAndNoncurrentDeferredIncomeIncludingNoncurrentContractLiabilities,비유동 미지급비용과 비유동 이연수익(비유동 계약부채 포함),,http://www.xbrl.org/2009/role/commonPracticeRef,IAS,1,78,2021-01-01,,http://eifrs.ifrs.org/eifrs/xifrs-link?type=IAS&num=1&code=ifrs-tx-2021-en-r&anchor=para_78&doctype=Standard,2021-03-24,,,,dart_all,
2028,ifrs-full,DeferredIncomeIncludingContractLiabilities,계약부채를 포함한 선수수익,,http://www.xbrl.org/2009/role/commonPracticeRef,IAS,1,55,2021-01-01,,http://eifrs.ifrs.org/eifrs/xifrs-link?type=IAS&num=1&code=ifrs-tx-2021-en-r&anchor=para_55&doctype=Standard,2021-03-24,,,,dart_all,
